-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
-inf,25.0,25.0,25.0,24.0,27.0,9.0,9.0,9.0,8.0,7.0,16.0,10.0,9.0,8.0,11.0,11.0,12.0,11.0,10.0,10.0,9.0,10.0,11.0,14.0,13.0,13.0,0.0,0.0,-inf
-inf,36.0,-inf,-inf,-inf,22.0,-inf,-inf,-inf,-inf,-inf,13.0,-inf,0.0,-inf,5.0,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,4.0,-inf,13.0,-inf,0.0,-inf
-inf,35.0,-inf,0.0,0.0,22.0,22.0,0.0,0.0,0.0,-inf,11.0,-inf,-inf,-inf,5.0,-inf,0.0,0.0,-inf,1.0,-inf,-inf,-inf,4.0,-inf,14.0,-inf,0.0,-inf
-inf,34.0,-inf,-inf,-inf,-inf,22.0,-inf,-inf,-inf,-inf,19.0,14.0,14.0,-inf,5.0,4.0,3.0,-inf,-inf,1.0,1.0,1.0,-inf,4.0,-inf,15.0,-inf,0.0,-inf
-inf,23.0,12.0,12.0,-inf,24.0,33.0,17.0,17.0,16.0,13.0,24.0,-inf,13.0,-inf,-inf,-inf,4.0,0.0,-inf,-inf,-inf,1.0,5.0,3.0,-inf,17.0,-inf,0.0,-inf
-inf,-inf,-inf,13.0,-inf,20.0,-inf,-inf,-inf,-inf,-inf,23.0,-inf,13.0,15.0,22.0,5.0,5.0,-inf,-inf,0.0,-inf,-inf,6.0,-inf,-inf,19.0,-inf,-inf,-inf
-inf,9.0,9.0,16.0,-inf,18.0,-inf,22.0,11.0,-inf,-inf,24.0,-inf,-inf,-inf,22.0,-inf,0.0,0.0,0.0,0.0,-inf,4.0,8.0,7.0,6.0,19.0,13.0,12.0,-inf
-inf,9.0,-inf,9.0,-inf,17.0,-inf,22.0,-inf,-inf,-inf,44.0,-inf,13.0,16.0,34.0,-inf,-inf,-inf,-inf,-inf,-inf,5.0,-inf,-inf,-inf,-inf,-inf,12.0,-inf
-inf,8.0,-inf,12.0,-inf,16.0,-inf,22.0,-inf,0.0,0.0,40.0,-inf,13.0,-inf,26.0,19.0,11.0,8.0,7.0,7.0,-inf,5.0,1.0,1.0,1.0,-inf,13.0,12.0,-inf
