-inf,7.0,-inf,12.0,-inf,15.0,-inf,22.0,-inf,-inf,-inf,15.0,-inf,12.0,-inf,-inf,-inf,-inf,-inf,-inf,7.0,-inf,4.0,-inf,-inf,1.0,-inf,14.0,-inf,-inf
-inf,8.0,2.0,8.0,-inf,16.0,16.0,24.0,10.0,11.0,11.0,21.0,-inf,11.0,-inf,0.0,0.0,0.0,0.0,0.0,7.0,-inf,5.0,2.0,2.0,3.0,-inf,14.0,-inf,-inf
-inf,7.0,-inf,5.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,17.0,-inf,11.0,-inf,-inf,-inf,-inf,-inf,-inf,7.0,-inf,3.0,-inf,-inf,5.0,-inf,14.0,-inf,-inf
-inf,7.0,-inf,5.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,15.0,-inf,18.0,6.0,5.0,4.0,3.0,3.0,2.0,9.0,-inf,9.0,5.0,5.0,12.0,21.0,15.0,0.0,-inf
-inf,25.0,18.0,21.0,20.0,19.0,22.0,17.0,15.0,13.0,12.0,38.0,20.0,27.0,-inf,-inf,-inf,-inf,-inf,-inf,13.0,9.0,9.0,-inf,-inf,-inf,15.0,-inf,-inf,-inf
-inf,25.0,-inf,-inf,-inf,-inf,8.0,-inf,-inf,-inf,-inf,27.0,-inf,18.0,16.0,16.0,-inf,-inf,-inf,-inf,6.0,-inf,0.0,0.0,0.0,-inf,15.0,-inf,-inf,-inf
-inf,26.0,-inf,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-inf,28.0,-inf,-inf,-inf,17.0,-inf,22.0,11.0,-inf,6.0,-inf,-inf,-inf,0.0,-inf,15.0,-inf,0.0,-inf
-inf,27.0,-inf,-inf,-inf,-inf,6.0,-inf,-inf,-inf,-inf,40.0,23.0,23.0,-inf,19.0,20.0,31.0,-inf,-inf,7.0,0.0,0.0,-inf,0.0,-inf,15.0,-inf,0.0,-inf
-inf,24.0,18.0,17.0,-inf,9.0,7.0,-inf,11.0,22.0,22.0,28.0,-inf,23.0,-inf,-inf,-inf,21.0,0.0,-inf,8.0,-inf,0.0,0.0,0.0,-inf,15.0,-inf,0.0,-inf
-inf,-inf,-inf,17.0,-inf,9.0,-inf,-inf,-inf,-inf,-inf,6.0,-inf,22.0,21.0,36.0,25.0,26.0,-inf,-inf,9.0,-inf,-inf,-inf,-inf,-inf,15.0,-inf,-inf,-inf
-inf,12.0,12.0,16.0,-inf,8.0,-inf,0.0,0.0,-inf,-inf,6.0,-inf,-inf,-inf,25.0,-inf,9.0,8.0,7.0,8.0,-inf,8.0,8.0,8.0,9.0,16.0,7.0,7.0,-inf
-inf,12.0,-inf,3.0,-inf,9.0,-inf,0.0,-inf,-inf,-inf,7.0,-inf,7.0,7.0,29.0,-inf,-inf,-inf,-inf,-inf,-inf,8.0,-inf,-inf,-inf,-inf,-inf,7.0,-inf
-inf,12.0,-inf,2.0,-inf,10.0,-inf,0.0,-inf,0.0,0.0,8.0,-inf,7.0,-inf,24.0,23.0,23.0,24.0,28.0,28.0,-inf,9.0,0.0,0.0,0.0,-inf,7.0,7.0,-inf
-inf,13.0,1.0,2.0,-inf,10.0,-inf,0.0,-inf,-inf,-inf,6.0,-inf,7.0,-inf,-inf,-inf,-inf,-inf,-inf,24.0,-inf,11.0,-inf,-inf,0.0,-inf,7.0,-inf,-inf
-inf,12.0,-inf,2.0,-inf,11.0,4.0,3.0,2.0,2.0,2.0,5.0,-inf,7.0,-inf,0.0,0.0,0.0,0.0,0.0,23.0,-inf,14.0,3.0,2.0,2.0,-inf,7.0,-inf,-inf
-inf,12.0,-inf,2.0,-inf,8.0,-inf,-inf,-inf,-inf,-inf,4.0,-inf,8.0,-inf,-inf,-inf,-inf,-inf,-inf,28.0,29.0,26.0,-inf,-inf,2.0,-inf,7.0,5.0,-inf
-inf,11.0,10.0,10.0,8.0,11.0,6.0,5.0,4.0,4.0,4.0,4.0,-inf,8.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,-inf,8.0,6.0,6.0,8.0,8.0,8.0,11.0,-inf
-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
