-inf,0.0,-inf,2.0,-inf,12.0,-inf,20.0,-inf,-inf,-inf,11.0,-inf,13.0,-inf,-inf,-inf,-inf,-inf,-inf,11.0,-inf,5.0,-inf,-inf,0.0,-inf,12.0,-inf,-inf
-inf,1.0,1.0,2.0,-inf,12.0,12.0,21.0,10.0,10.0,10.0,20.0,-inf,14.0,-inf,0.0,0.0,0.0,0.0,0.0,11.0,-inf,6.0,0.0,0.0,0.0,-inf,12.0,-inf,-inf
-inf,1.0,-inf,1.0,-inf,0.0,-inf,-inf,-inf,-inf,-inf,19.0,-inf,17.0,-inf,-inf,-inf,-inf,-inf,-inf,11.0,-inf,6.0,-inf,-inf,0.0,-inf,10.0,-inf,-inf
-inf,1.0,-inf,2.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,20.0,-inf,37.0,26.0,23.0,19.0,15.0,13.0,11.0,18.0,-inf,11.0,5.0,5.0,5.0,13.0,9.0,0.0,-inf
-inf,17.0,17.0,20.0,20.0,19.0,22.0,17.0,16.0,15.0,13.0,40.0,25.0,33.0,-inf,-inf,-inf,-inf,-inf,-inf,19.0,11.0,11.0,-inf,-inf,-inf,13.0,-inf,-inf,-inf
-inf,16.0,-inf,-inf,-inf,-inf,8.0,-inf,-inf,-inf,-inf,25.0,-inf,13.0,12.0,11.0,-inf,-inf,-inf,-inf,12.0,-inf,0.0,0.0,0.0,-inf,14.0,-inf,-inf,-inf
-inf,16.0,-inf,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-inf,26.0,-inf,-inf,-inf,11.0,-inf,20.0,10.0,-inf,12.0,-inf,-inf,-inf,0.0,-inf,14.0,-inf,0.0,-inf
-inf,16.0,-inf,-inf,-inf,-inf,6.0,-inf,-inf,-inf,-inf,38.0,18.0,15.0,-inf,11.0,11.0,24.0,-inf,-inf,12.0,0.0,0.0,-inf,0.0,-inf,13.0,-inf,0.0,-inf
-inf,13.0,10.0,10.0,-inf,6.0,6.0,-inf,10.0,20.0,20.0,29.0,-inf,15.0,-inf,-inf,-inf,18.0,0.0,-inf,12.0,-inf,0.0,0.0,0.0,-inf,11.0,-inf,0.0,-inf
-inf,-inf,-inf,10.0,-inf,6.0,-inf,-inf,-inf,-inf,-inf,10.0,-inf,16.0,17.0,33.0,25.0,25.0,-inf,-inf,11.0,-inf,-inf,-inf,-inf,-inf,9.0,-inf,-inf,-inf
-inf,9.0,9.0,10.0,-inf,6.0,-inf,0.0,0.0,-inf,-inf,10.0,-inf,-inf,-inf,21.0,-inf,8.0,8.0,8.0,9.0,-inf,1.0,1.0,1.0,1.0,8.0,7.0,7.0,-inf
-inf,9.0,-inf,1.0,-inf,6.0,-inf,0.0,-inf,-inf,-inf,10.0,-inf,2.0,2.0,21.0,-inf,-inf,-inf,-inf,-inf,-inf,1.0,-inf,-inf,-inf,-inf,-inf,7.0,-inf
-inf,9.0,-inf,2.0,-inf,6.0,-inf,0.0,-inf,0.0,0.0,10.0,-inf,2.0,-inf,20.0,19.0,18.0,19.0,20.0,21.0,-inf,1.0,0.0,0.0,0.0,-inf,7.0,7.0,-inf
-inf,10.0,1.0,3.0,-inf,6.0,-inf,0.0,-inf,-inf,-inf,9.0,-inf,2.0,-inf,-inf,-inf,-inf,-inf,-inf,23.0,-inf,1.0,-inf,-inf,0.0,-inf,7.0,-inf,-inf
-inf,11.0,-inf,2.0,-inf,7.0,2.0,2.0,3.0,4.0,4.0,8.0,-inf,2.0,-inf,0.0,0.0,0.0,0.0,0.0,24.0,-inf,2.0,0.0,0.0,0.0,-inf,7.0,-inf,-inf
-inf,12.0,-inf,2.0,-inf,6.0,-inf,-inf,-inf,-inf,-inf,5.0,-inf,3.0,-inf,-inf,-inf,-inf,-inf,-inf,29.0,26.0,19.0,-inf,-inf,0.0,-inf,7.0,7.0,-inf
-inf,11.0,10.0,11.0,10.0,11.0,6.0,6.0,7.0,7.0,6.0,6.0,-inf,4.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,-inf,7.0,4.0,3.0,3.0,3.0,3.0,10.0,-inf
-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
